windowNumber,session,lowCutoff,highCutoff
946,keyboard-typing,5,15
947,keyboard-typing,5,20
948,keyboard-typing,5,30
949,keyboard-typing,5,20
950,keyboard-typing,5,15
951,keyboard-typing,5,15
952,keyboard-typing,5,15
953,keyboard-typing,5,15
954,keyboard-typing,5,35
955,keyboard-typing,5,25
956,keyboard-typing,5,20
957,keyboard-typing,5,15
958,keyboard-typing,5,40
959,keyboard-typing,5,20
960,keyboard-typing,5,15
961,keyboard-typing,5,15
962,keyboard-typing,5,35
963,keyboard-typing,5,20
964,keyboard-typing,5,20
965,keyboard-typing,5,20
966,keyboard-typing,5,40
967,keyboard-typing,5,15
968,keyboard-typing,5,25
969,keyboard-typing,5,15
970,keyboard-typing,5,15
971,keyboard-typing,5,35
972,keyboard-typing,5,35
973,keyboard-typing,5,15
974,keyboard-typing,5,15
975,keyboard-typing,5,35
976,keyboard-typing,5,15
977,keyboard-typing,5,20
978,keyboard-typing,5,15
979,keyboard-typing,5,20
980,keyboard-typing,5,15
981,keyboard-typing,5,35
982,keyboard-typing,5,15
983,keyboard-typing,5,15
984,keyboard-typing,5,15
985,keyboard-typing,5,30
986,keyboard-typing,5,40
987,keyboard-typing,5,30
988,keyboard-typing,5,15
989,keyboard-typing,5,15
990,keyboard-typing,5,15
991,keyboard-typing,5,15
992,keyboard-typing,5,30
993,keyboard-typing,5,25
994,keyboard-typing,5,30
995,keyboard-typing,5,15
996,keyboard-typing,5,25
997,keyboard-typing,5,30
998,keyboard-typing,5,15
999,keyboard-typing,5,25
1000,keyboard-typing,5,15
1001,keyboard-typing,5,40
1002,keyboard-typing,5,25
1003,keyboard-typing,5,15
1004,keyboard-typing,5,15
1005,keyboard-typing,5,15
1006,keyboard-typing,5,15
1007,keyboard-typing,5,15
1008,keyboard-typing,5,25
1009,keyboard-typing,5,20
1010,keyboard-typing,5,15
1011,keyboard-typing,5,20
1012,keyboard-typing,5,15
1013,keyboard-typing,5,15
1014,keyboard-typing,5,25
1015,keyboard-typing,5,15
1016,keyboard-typing,5,25
1017,keyboard-typing,5,15
1018,keyboard-typing,5,15
1019,keyboard-typing,5,25
1020,keyboard-typing,5,15
1021,TP_keyboard-typing_to_rest-1,5,15
1022,TP_keyboard-typing_to_rest-1,5,15
1023,TP_keyboard-typing_to_rest-1,5,15
1024,TP_keyboard-typing_to_rest-1,5,20
1025,rest-1,5,15
